Ýl Adý;Coðrafi Özellikler;Tarih ve Kültür;Doðal Güzellikler;Turistik Noktalar;Gastronomi;Alýþveriþ;Etkinlikler ve Festivaller
Kahramanmaraþ;Konumu: Akdeniz Bölgesi'nin doðusunda yer alýr. | Coðrafi Yapýlarý: Amanos Daðlarý, Kahramanmaraþ Ovasý,  Nurhak Daðlarý. | Ýklimi: Akdeniz iklimi özellikleri gösterir, kýþlarý ýlýman ve yaðýþlý, yazlarý sýcak ve kurak geçer.;Önemli Tarihi Yapýlar: Kahramanmaraþ Kalesi, Haznadarlý Camii (Duraklý Camii), Hurman Kalesi, Meryemçýl (Gaben) Kalesi, Kýz Kalesi. | Müzeler: Kahramanmaraþ Arkeoloji Müzesi, Kahramanmaraþ Tematik Mutfak Müzesi, 7 Güzel Adam Edebiyat Kütüphanesi, Dondurma Müzesi. | Kültürel Miraslar: Taþ Medrese, Katiphaný, Ceyhan Köprüsü.;Milli Parklar: Aliya Ýzzetbegoviç Parký, Amanoslar Milli Parký, Kapýçam Tabiat Parký. | Irmaklar: Ceyhan Irmaðý | Ovalar: Elbistan Ovasý, Kahramanmaraþ Ovasý, Göksun Ovasý | Daðlar: Amanos Daðlarý, Engizek Daðý. | Göller: Yeþil Göl | Þelaleler: Galgamac Selalesi Toprakhisar Kanyonu;"Galgamac Selalesi Toprakhisar Kanyonu: Toprakhisar Kanyonu'nda gizlenmiþ olan Galgamac Þelalesi, serin sularýyla yemyeþil bir doðanýn içinde saklý bir cennet gibi, macera arayanlar için muhteþem bir keþif noktasýdýr. | Baþkonuþ Yaylasý: mistik atmosferi ve nefes kesen manzaralarýyla sizi doðanýn kucaðýna davet ediyor, burada dinginlik ve huzur bulabilirsiniz. | Germanicia Antik Kenti: Tarihin derinliklerinden çaðrý yapan gizemli bir yerdir; ziyaretçilerini binlerce yýl öncesine götürerek eþsiz bir keþif deneyimi sunar.";Maraþ Dondurmasý, Pýtpýt Lapasý, Çullama, Acem Pilavý, Tirþik Çorbasý, Un Sucuðu, Maraþ Tava, Eli Böðründe Yemeði, Yoðurtlu Dövme Çorbasý, Ýlende Tatlýsý, Zeytinyaðlý Kuru Dolma Patlýcanlý Çöp Kebabý;Çarþýlar: Kapalý Çarþý | Alýþveriþ Merkezleri: Piazza AVM, ;Kahramanmaraþ Çikolata ve Kahve Festivali: Lezzet dolu bir þölen sunarak ziyaretçilere çikolata ve kahvenin eþsiz dünyasýný keþfetme fýrsatý sunar. | Maraþ Dondurmasý Festivali: Tatlý severleri bir araya getirerek eþsiz Maraþ dondurmasýnýn tadýný çýkarmalarýný saðlayan coþkulu bir etkinliktir.
Mardin;Konumu: Güneydoðu Anadolu Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Mardin Kalesi, Dara Antik Kenti, Kýzýltepe Ovasý. | Ýklimi: Akdeniz iklimi özellikleri taþýr, kýþlarý ýlýman ve yaðýþlý, yazlarý sýcak ve kurak geçer.;Önemli Tarihi Yapýlar: Zinciriye Medresesi, Ulu Camii, Mor Gabriel Manastýrý, Kasýmiye Medresesi, Mardin Kalesi, Þehidiye Cami. | Müzeler: Mardin Müzesi, Mardin Yaþayan Müze, Sakýp Sabancý Mardin Kent Müzesi. | Kültürel Miraslar: Midyat Konuk Evi, Mor Behnam Kýrklar Kilisesi, Deyrüzzaferan Manastýrý;Milli Parklar: Kamor Millet Bahçesi, Mardin Piknik Alaný Ve Spor Kompleksi | Maðaralar: Midyat Maðaralarý, Derik Xanuk Maðarasý | Vadiler: Gurs Vadisi, Zinnar Vadisi | Çaylar: Karasu Çayý, Savur Çayý | Þelaleler: Kurdise Þelalesi;Kasýmiye Medresesi: Harika mimarisiyle dikkat çeken tarihi bir yapý. | Dara Antik Kenti: Tarihi kalýntýlarý ve maðaralarýyla ünlü bir antik yerleþim. | Mardin Ulu Camisi: 1176 yýlýnda Artuklu hükümdarý Melik Necmeddin tarafýndan yaptýrýlmýþtýr. Mozaiklerle süslenmiþ olan cami, Artuklu mimarisinin özelliklerini taþýr ve Mardin'in simgelerinden biridir.| Zinciriye Medresesi: Artuklu dönemine ait olan medrese, 1385 yýlýnda Sultan II. Ýzzeddin Keykavus tarafýndan yaptýrýlmýþtýr. Göz alýcý mimarisi ve süslemeleriyle dikkat çeken Zinciriye Medresesi, taþ iþçiliði ve geometrik desenlerle süslü mozaikleriyle ünlüdür. | Dara Mezopotamya Harabeleri: MS 505 yýlýnda Bizanslýlar tarafýndan kurulan antik kent, Sasani Ýmparatorluðu döneminde büyük bir öneme sahipti.Doðal kayalýklar üzerine inþa edilmiþ olan kent, su kuyularý, sarnýçlarý, surlarý ve yer altý tünelleriyle dikkat çeker. | Kýrklar Kilisesi: Mardin'in Midyat ilçesinde bulunan kilise, 5. yüzyýlda inþa edilmiþtir ve Süryani Ortodoks Kilisesi'ne aittir. Mimari açýdan dikkat çekici olan kilise, tipik Süryani kiliselerinin özelliklerini taþýr ve geleneksel Süryani sanatýnýn izlerini taþýr. ;Kaburga Dolmasý, Kibe, Sembusek, Mardin Irok, Mardin Ýkbebet, Derik Zeytini, Mardin Kiliçe Çöreði, Soðan Dolmasý, Kibe Dolmasý, Mardin Usulü Kitel, Pekmezli Harire, Zingil Tatlýsý, Soðan Kebabý;Çarþýlar: Revaklý Çarþý, Bakýrcýlar Çarþýsý, Kayseriye Çarþýsý (Bedesten) | Alýþveriþ Merkezleri: Mardin AVM, Mardian Mall AVM ;Mardin Uluslararasý Çocuk ve Gençlik Tiyatro Festivali:  Kültürel etkileþimi teþvik ederek çocuk ve gençlerin sanatla buluþmasýný saðlayan dinamik bir etkinliktir.| Mardin Uluslararasý Kýsa Film Festivali: Sinemaseverleri dünya çapýnda kýsa filmlerle buluþturarak sanat ve kültürün bir araya geldiði önemli bir etkinliktir.
Muðla;Konumu: Ege Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Babadað, Dalyan Kanalý, Köyceðiz Gölü, Muðla Ovasý. | Ýklimi: Akdeniz iklimi özellikleri gösterir, kýþlarý ýlýman ve yaðýþlý, yazlarý sýcak ve kurak geçer.;Önemli Tarihi Yapýlar: Marmaris Kalesi, Bodrum Kalesi, Amintas Kaya Mezarlarý, Kaunos Antik Kenti, Kurþunlu Camii, Herakleia Antik Kenti, Zeus Tapýnaðý. | Müzeler: Bodrum Sualtý Arkeoloji Müzesi, Milas Taþ Eserler Müzesi, Marmaris Müzesi, Muðla Müzesi | Kültürel Miraslar: Kayaköy, Knidos Antik Kenti, Kral Mezarlarý, Bodrum Antik Tiyatro, Yediler Manastýrý.;Milli Parklar: Yaka Þelalesi Þelale Park, Saklýkent Milli Parký, Çubucak Tabiat Parký, Ölüdeniz Milli Parký, Marmaris Milli Parký | Gölleri: Köyceðiz Gölü, Bafa Gölü. | Daðlar: Madran Daðý, Oyuklu Daðý, Beþparmak Daðý, Kurukümes Daðlarý, Marçal Daðlarý | Vadiler: Kelebekler Vadisi, Uyku Vadisi| Þelaleler: Gizlikent Þelalesi, Toparlar Þelalesi, Turgut Þelalesi, Döðüþbelen Þelalesi, Sarnýç Þelalesi. | Koylar: Kargý Koyu, Ekincik Koyu, Saklýkoy, Cennet Koyu, Haydar Koyu, Kargicak Koyu, Akyaka Plajý, Sarsala Koyu, Boncuklu Koyu, Lacivert Koy;"Ölüdeniz: Dünyanýn en güzel plajlarýndan biri olarak kabul edilen Ölüdeniz, doðal güzellikleriyle ünlüdür. | Kaunos Antik Kenti: Dalyan'da bulunan antik kent, tarihi kalýntýlarý ve doðal güzellikleriyle ziyaretçilerini cezbetmektedir. | Bodrum: Mavi bayraklý plajlarý, gizli koylarý, tarihi hazineleri ve kaliteli otelleri ile özellikle yaz tatillerinin en popüler tatil adreslerinden biri. | Marmaris: Ýçmeler, Turunç, Orhaniye, Hisarönü ve Selmiye gibi birbirinden güzel tatil beldeleriyle de yýlýn her mevsimi insanlarý kendine çeken Marmaris, ayný zamanda bölgenin en önemli limanlarýndan birine de ev sahipliði yapýyor. | Fethiye: Mavi bayraklý Çalýþ Plajý, yerli ve yabancý turistlerin alýþveriþ yapmak için ilk uðradýðý yerlerden olan tarihi Paspatur Çarþýsý ve binlerce tarihi hazinelerin sergilendiði Fethiye Müzesi’ni gezebileceðiniz ilçe; her bütçeye uygun butik otelleri, apart otelleri, restoranlarý ve kafeleriyle tam bir tatil cenneti. | Milas: M.Ö. 7. yüzyýlda inþa edilen ve Helenistik dönem mimarileri ile dikkat çeken Herakleia Antik Kenti, etkileyici Zeus Tapýnaðý ile ünlü Euromos Antik Kenti, tarihi Erken Tunç Çaðý’na kadar uzanan Labranda Antik Kenti, ilçe merkezine sadece 6 kilometre uzaklýkta keyifli bir gezi sunan Beçin Kalesi, büyüleyici doða manzaralarý izleyebileceðiniz Yediler Manastýrý ve 14. yüzyýl Osmanlý mimarisini yansýtan Firuz Bey Camii gibi tarihi hazinleri Milas gezinizde yakýndan görebilirsiniz.";Dutmeç, Çopur, Çökertme Kebabý, Zeytinyaðlý Deniz Börülcesi, Kabak Çiçeði Dolmasý, Zeytinyaðlý Bamya, Turp Salatasý, Çömlek Kebabý, Tavuk Dolmasý, Datça Badem Köftesi, Bodrum Tarama, Döþ Dolmasý, Ekþili Balýk, Muðla Halkasý, Lokma;Çarþýlar: Bodrum Çarþýsý, Paspatur Çarþýsý, Datça Çarþýsý, Marmaris Kapalý Çarþýsý. | Alýþveriþ Merkezleri: FESTÝVA AVM, Rüya Park AVM, Blue Port Avm, ERASTA FETHÝYE AVM;"Marmaris Yacht Charter Show: Her yýl düzenlenen uluslararasý bir yat fuarý ve organizasyon. | 
Bodrum Mandalina Hasat Festivali: Her yýl Bodrum'un mandalina bahçelerinde düzenlenen renkli bir etkinlik olup, yöresel lezzetleri ve mandalina hasadýný kutlar."
Muþ;Konumu: Doðu Anadolu Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Toros Daðlarý, Þerafettin Daðlarý, Varto Ovasý. | Ýklimi: Karasal iklim özellikleri gösterir, kýþlarý soðuk ve kar yaðýþlý, yazlarý sýcak ve kurak geçer.;Önemli Tarihi Yapýlar: Malazgirt Kalesi, Murat Köprüsü, Alaaddin Bey Camii, Hacý Þeref Cami, Haspet Kalesi, Kayalýdere Antik Kenti. | Müzeler: Muþ Müzesi, Malazgirt Müzesi. | Kültürel Miraslar: Kutsal Havariler Manastýrý,  Surp Garabet Manastýrý, Yýldýzlý Han.;Milli Parklar: Kale Parký, Güzeldað Kayak Merkezi | Ova Ve Vadiler: Muþ Ovasý, Bulanýk Ovasý, Malazgirt Ovasý, Liz Ovasý, Murat Vadisi | Göller: Hamurpet Gölü (Akdoðan Gölü), Haçlý Gölü, Kaz Gölü | Daðlar: Akdoðan Daðý, Þerafettin Daðý, Yakupaða Daðlarý, Bingöl Daðlarý, Bilican Daðlarý;Malazgirt Zafer Anýtý: Malazgirt Meydan Muharebesi'nin anýsýna yapýlmýþ olan anýt, tarihi öneme sahiptir. | Yýldýzlý Han: Tarihi ve mimari önemiyle dikkat çeken bir yapý olup, Muþ'ta yer alan ve geçmiþten günümüze kadar gelen ticaret ve konaklama kültürünün izlerini taþýyan bir han olarak bilinir.;Çorti Aþý, Muþ köftesi (Hafta Direði), Kýrkçikli Kelem Dolmasý, Hez Dolmasý, Cavbelek, Herse, Muþ Böreði, Hez Dolmasý, Helimaþý, Uçkun, Cað Salamurasý, Teter Helvasý;Alýþveriþ Merkezleri: Beyaz Saray AVM;Muþ Lale Festivali: Muþ'un Korkut ilçesinde, kentte doðal olarak yetiþen ve endemik tür olan lalelerin tanýtýmýna katký sunmak amacýyla düzenlenir.
Nevþehir;Konumu: Ýç Anadolu Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Peri Bacalarý, Ihlara Vadisi, Gömeda Vadisi. | Ýklimi: Ýç Anadolu iklimi özellikleri gösterir, kýþlarý soðuk ve kar yaðýþlý, yazlarý sýcak ve kurak geçer.;Önemli Tarihi Yapýlar: Nevþehir Kalesi, Ürgüp Taþkýnpaþa Medresesi, Avanos Kervansarayý, Damat Ýbrahim Paþa Külliyesi, Aziz Jean Kilisesi. | Müzeler: Nevþehir Müzesi, Zelve Açýk Hava Müzesi, Hacý Bektaþ Veli Müzesi. | Kültürel Miraslar: Göreme Köyü, Avanos Çömlekçi Köyü, Uçhisar Kalesi, Hacýbektaþ-ý Veli Türbesi, Derinkuyu Yeraltý Þehri.;Milli Parklar: Göreme Milli Parký. | Vadiler: Güvercinlik Vadisi, Kýzýlçukur Vadisi, Güllüdere Vadisi, Paþabað Vadisi | Gölleri: Kýzýlýrmak Nehri, Acýgöl. | Yeraltý Þehirleri: Kaymaklý, Derinkuyu, Tatlarin, Mazý, Özlüce, Sivasa  Gökçetoprak;Peri Bacalarý: Doðal oluþumlarý ve tarihi manastýrlarýyla ünlü, Kapadokya'nýn sembolik yapýlarýndan biridir. | Göreme Açýk Hava Müzesi: Kayalara oyulmuþ kiliseleri ve freskleriyle dünya mirasý listesinde yer alan önemli bir turistik alan. | Derinkuyu Yeraltý Þehri: Kapadokya'nýn en büyük yeraltý þehirlerinden biridir ve tarihi zenginliði ile ilgi çeker. | Pigeon Valley (Güvercinlik Vadisi): Güvercin evleriyle ünlü olan bu vadi, eþsiz manzarasý ve doðal güzellikleriyle ziyaretçilerini cezbetmektedir.;Aðpakla, Dývýl, Sýzgýt, Testi Kebabý, Çömlek Fasulyesi, Dývýl, Ayva Dolmasý, Nevþehir Mantýsý, Nevþehir Tava, Ürgüp Köftesi, Soðanlama;Çarþýlar: Avanos Çarþýsý | Alýþveriþ Merkezleri: Nissara AVM, Forum Kapadokya, Mavi - Nevþehir Forum AVM;Peri Bacalarý Balon Festivali: Her yýl düzenlenen renkli bir etkinlik, gökyüzünde peri bacalarýnýn ve Kapadokya'nýn muhteþem manzarasýný seyretme fýrsatý sunar. | Cappadox:  Kapadokya'nýn eþsiz doðal güzellikleriyle birleþen bir sanat ve müzik festivalidir. Her yýl Nevþehir'in Ürgüp ilçesinde düzenlenen bu etkinlikte, yerel ve uluslararasý sanatçýlar performanslarýný sergilerken, ziyaretçilere doða yürüyüþleri, atlý safari turlarý ve sergi alanlarýný keþfetme fýrsatý sunulur. 
Niðde;Konumu: Ýç Anadolu Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Aladaðlar, Bolkar Daðlarý, Melendiz Ovasý. | Ýklimi: Ýç Anadolu iklimi özellikleri gösterir, kýþlarý soðuk ve kar yaðýþlý, yazlarý sýcak ve kurak geçer.;Önemli Tarihi Yapýlar: Niðde Kalesi, Alâeddin Camii, Sungur Bey Camii, Gümüþler Manastýrý. | Müzeler: Niðde Müzesi, Gümüþler Manastýrý ve Yeraltý Þehri. | Kültürel Miraslar: Hüdavent Hatun Türbesi, Sarý Saltuk Türbesi, Tyana Su Kemerleri.;Milli Parklar: Aladaðlar Milli Parký | Göller: Narlýgöl (Acýgöl), Çinili Göl, Akgöl, Alagöl, Yedigöl, Karagöl | Daðlar: Göllü Dað, Hasandaðý, Melendiz Daðý, Göllüdað, Tabur Daðý, Hurç Daðý, Kösedilin Daðý;Bor Kaya Mezarlarý: Antik döneme ait mezarlar, bölgenin tarihi ve arkeolojik önemini yansýtýr. | Aladaðlar Milli Parký: Daðcýlýk ve doða yürüyüþleri için popüler bir destinasyondur, eþsiz doðal güzelliklere ev sahipliði yapar. | Gümüþler Manastýrý ve Yeraltý Þehri: 11. yüzyýla tarihlenen bu manastýr, kayalara oyulmuþ ve fresklerle süslenmiþ bir kiliseye ev sahipliði yapar. Ayrýca, manastýrýn yakýnýnda bulunan Gümüþler Yeraltý Þehri, antik dönemde kullanýlan bir yeraltý yapý kompleksidir. ;Mangir Çorbasý, Üzüm Boranasý, Unlu Söðürme, Beyaz Kiraz Reçeli, Niðde Gazozu, Kaymak Tatlýsý, Cevizli Eriþte, Mazaklý Köftesi, Niðde Tarhanasý, Pirinçli Elma Dolmasý, Halveter Tatlýsý;Alýþveriþe uygun çarþý ya da AVM bulunmamaktadýr;Niðde Üzüm Festivali: Bölgenin üzüm baðlarý ve üzüm üretim geleneðini kutlayan bir festival. 
Ordu;Konumu: Karadeniz Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Allahuekber Daðlarý, Perþembe Yaylasý, Yason Burnu. | Ýklimi: Karadeniz iklimi özellikleri gösterir, bol yaðýþlý ve ýlýmandýr, yazlarý serin ve nemlidir.;Önemli Tarihi Yapýlar: Ünye Kalesi, Akoluk Köprüsü, Baþkotaný Köprüsü, Cýngýrt Kalesi, Çifte Hamam | Müzeler: Ethnografya Müzesi, Paþaoðlu Konaðý ve Etnografya Müzesi, Kahraman Saðra Fýndýk Müzesi. | Kültürel Miraslar: Atik Ýbrahim Paþa Cami, Aziziye (Yalý) Camii,  Hazinedaroðlu Konaðý, Çamaþ Hisarbey Köyü Kaya Mezarý;Milli Parklar: Asarkaya Kent Ormaný, Ulugöl Tabiat Parký, Gelin Kayasý Mesire Yeri, Yoroz Kent Ormaný | Gölleri: Çambaþý Yaylasý Gölü, Ulugöl, Gaga Gölü | Þelaleler: Karaoluk Þelalesi, Ohtamýþ Þelalesi | Daðlar: Allahuekber Daðlarý, Karagöl Daðý, Tatos Daðý, Süphan Daðý, Kazbek Daðý.;"Boztepe: Þehrin panoramik manzarasýný sunan, yüksek bir tepe ve popüler bir seyir noktasýdýr.  | Ordu Teleferik: Boztepe'ye ulaþýmý saðlayan teleferik hattýdýr, muhteþem manzaralar eþliðinde keyifli bir yolculuk sunar. | Perþembe Yaylasý: Doðal güzellikleri ve temiz havasýyla ünlü, yayla turizmi için popüler bir destinasyondur. | Yason Kilisesi: Ordu'nun Perþembe ilçesinde yer alan ve Bizans döneminden kalma tarihi bir kilisedir; antik dönem kalýntýlarý ve mozaikleriyle dikkat çeker.";Melocan (Diken Ucu) Kavurmasý, Mýsýr Yaðlaþý, Hoþgýran Kavurmasý, Hamsi Köftesi, Pazý Mücveri, Ordu Yaðlýsý, Taze Bezelye Kayganasý, Isýrgan Çorbasý, Gilik Peyniri, Gürcü Kavurmasý, Pancar Döþemesi, Fýndýklý Burma Tatlýsý;Alýþveriþ Merkezleri: Novada Ordu AVM ;Yaðlý Pehlivan Güreþleri: Geleneksel bir etkinlik olan yaðlý güreþler, yaz aylarýnda Perþembe ilçesinde düzenlenir ve geniþ katýlýmýyla ünlüdür. | Ünye Uluslararasý Kültür Sanat Ve Turizm Festivali: nye ilçesinde her yýl düzenlenen, kültür, sanat ve turizmi bir araya getiren bir etkinliktir.
Rize;Konumu: Karadeniz Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Kaçkar Daðlarý, Rize Çayý, Ayder Yaylasý. | Ýklimi: Karadeniz iklimi özellikleri gösterir, bol yaðýþlý ve ýlýmandýr, yazlarý serin ve nemlidir.;Önemli Tarihi Yapýlar: Rize Kalesi, Ýslampaþa Camii, Kýz Kalesi, Mikron Köprüsü, Þenyuva Köprüsü, Ciha Kalesi, Þeyh Camii, Kale-i Baba | Müzeler: Rize Kent Müzesi,Atatürk Evi ve Etnografya Müzesi, Çaykur Çay Müzesi, Çayeli Doðal Yaþam Müzesi. | Kültürel Miraslar: Zil Kale, Eski Rize Evleri, Ziraat Çay Bahçesi, Timisvat Osmanlý Taþ Kemer Köprüsü.;Milli Parklar: Kaçkar Daðlarý Milli Parký, Arapdüzü Mesire Alaný| Gölleri: Avusor Gölü, Büyükdeniz Gölü | Daðlar: Kaçkar Daðlarý, Verçenik Daðýsý, Bulut Daðý, Altýparmak Daðý | Yaylalar: Anzer Yaylasý, Gito Yaylasý, Sal Yaylasý, Huser Yaylasý, Pokut Yaylasý, Palovit Yaylasý, Elevit Yayla | Þelaleler: Palovit Þelalesi, Gelin Tülü Þelalesi, Bulut Þelalesi | Vadiler: Fýrtýna Vadisi;Ayder Yaylasý: Doðal güzellikleri ve termal sularýyla ünlü, turistik bir yayla. | Zil Kale:  Zil Kale. 14. veya 15. yüzyýl arasýnda ticaret yolunun güvenliðini saðlamak için yapýldýðý tahmin edilen görkemli kale, 8 burcu ve devasa gözetleme kuleleri ile Avrupa’nýn klasik kalelerini andýrýyor. | Huser Yaylasý: Rize'nin yaylalar bakýmýndan tam bir cennet olan ilçesi Çamlýhemþin ilçesi sýnýrlarýnda, deniz seviyesinden yaklaþýk 2328 metre yükseklikte yer alan Huser Yaylasý, Türkiye'nin dünya çapýnda ünlü yayalarýndan biri. Bulutlarla birleþen dað eteklerinde tertemiz havada keyifli bir doða gezisi yapabileceðiniz yaylada karlarla kaplý daðlarýn ve sislerin sardýðý Karadeniz ormanlarýnýn panoramik fotoðraflarýný çekebilirsin. | Palovit Þelalesi: Endemik bitki türleri ve çam ormanlarý arasýndan 15 metre yükseklikten dökülen Palovit Þelalesi, Rize'nin debisi en yüksek þelalesi olmasýyla ünlü. Fýrtýna Deresi’ne karýþan buz gibi sularýnýn yaný sýra özellikle ilkbahar ve yaz aylarýnda sunduðu büyüleyici bir manzaraya sahip.;Anzer Balý, Hamsi Çýðýrtmasý, Muhlama, Hamsili Pilav, Mýsýr Ekmeði, Pazý Tavalýsý, Kara Lahana Çorbasý, Hamsi Çorbasý, Kara Lahana Sarmasý, Lahana Haþlamasý, Korkota Çorbasý, Eniþte Lokumu, Laz Böreði, Pepeçura, Kabak Sütlacý, Kocakarý Gerdaný;Çarþýlar: Rize Çarþýsý | Alýþveriþ Merkezleri: Rize Þimal Avm;Rize Çay Festivali: Her yýl düzenlenen ve bölgenin önemli tarým ürünü olan çayý kutlayan bir festival. | Uluslararasý Tulum Ve Kemençe Festivali: Rize'de her yýl düzenlenen ve Karadeniz'in geleneksel enstrümanlarý olan tulum ve kemençenin müziðini ve kültürünü kutlayan bir etkinliktir.
Sakarya;Konumu: Marmara Bölgesi'nde yer alýr.  | Coðrafi Yapýlarý: Sakarya Nehri, Taraklý Daðlarý, Adapazarý Ovasý. | Ýklimi: Marmara iklimi özellikleri gösterir, kýþlarý ýlýman ve yaðýþlý, yazlarý sýcak ve nemlidir.;Önemli Tarihi Yapýlar: Taraklý Kalesi, Sangarius Köprüsü, Rüstem Paþa Camii, Cam-i Cedid. |  Müzeler: Sakarya Müzesi, Deprem Müzesi. | Kültürel Miraslar: Taraklý Evleri, Harmantepe Kalesi, Justinianus Köprüsü.;Milli Parklar: Sakarya Ýl Ormaný Tabiat Parký, Acarlar Longozu Milli Parký, Gölya Tabiat Parký, Gölbaþý Park, Kent Park (Donatým Park), orman park . | Gölleri: Küçük Akgöl, Poyrazlar Gölü, Sapanca Gölü, Sakarya Saklý Göl | Þelaleler: Soðucak Þelalesi, Doðançay Þelalesi | Daðlar: Geyve Daðlarý, Keremali Daðý.;"Taraklý Kasabasý: Osmanlý döneminden kalma tarihi yapýlarý ve doðal güzellikleriyle ünlü bir kasaba. | Harmantepe Kalesi: Sakarya'nýn Karasu ilçesinde bulunan, tarihi ve mimari öneme sahip bir kaledir. | Justinianus Köprüsü: Sakarya Nehri üzerinde, MÖ 6. yüzyýlda Bizans Ýmparatoru I. Justinianus tarafýndan yaptýrýlmýþ, antik dönemin önemli bir tarihi yapýlarýndan biridir. | Sapanca Gölü: Ýstanbul gibi büyük þehirlerden de hafta sonlarý gezileri ve doða tatilleri için sýkça ziyaret edilen tatlý su gölü; çevresini saran yürüyüþ ve bisiklet yollarý, kýr bahçeleri, mesire alanlarý ve doða otelleri ile turizm olanaklarý açýsýndan da oldukça geliþmiþ durumda.";Islama Köftesi, Pýrasalý Börek, Dýmbýl Çorbasý, Balkabaklý Ekmek, Dartýlý Keþkek, Kaþnuka, Tavuklu Cizleme, Adapazarý Usulü Kuzu But, Çerkez Tavuðu, Pekmezli Ayva Dolmasý, Balkabaklý Gözleme, Bulgur Çorbasý, Cevizli Lokum, Gürcü Sarmasý.;Çarþýlar: Uzun Çarþý.  | Alýþveriþ Merkezleri: Agora Adapazarý AVM, Serdivan AVM, ADA Outlet.;Akyazý Acelle Yaylasý Kadýrga Þenliði: Yaylada her yýl temmuz ayýnýn son haftasý þenlikler düzenlenir. Þenliklerde Karadeniz yörelerine özgü yerel çalgýlar-oyunlar çalýnýr ve oynanýr. | Sapanca El Sanatlarý Festivali: her yýl Sapanca'da düzenlenen ve el sanatlarý ustalarýný bir araya getirerek geleneksel el sanatlarýný sergileyen bir etkinliktir. Bu festival, yöresel el sanatlarýnýn tanýtýlmasý ve korunmasý amacýyla düzenlenmektedir.
Samsun;Konumu: Karadeniz Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Canik Daðlarý, Kýzýlýrmak Deltasý, Terme Ovasý. | Ýklimi: Karadeniz iklimi özellikleri gösterir, yaz aylarý sýcak ve nemli, kýþlar ise ýlýk-serin geçmektedir.;Önemli Tarihi Yapýlar: Merzifon Saat Kulesi, Pazar Camii, Onur Anýtý, Çetinkaya Köprüsü, Batýk Minare, Kevser Camii.  | Müzeler: Samsun Arkeoloji ve Etnografya Müzesi, Gazi Müzesi, Bafra Müzesi, Havza Atatürk Evi Müzesi. | Kültürel Miraslar: Amisos Antik Kenti,  Asarkale & Kaya Mezarlarý, 7. Tarihi Çarþamba Köprüsü.;Milli Parklar: Vezirsuyu Tabiat Parký, Sarýgazel Tabiat Parký, Yeþilýrmak Doðal Yaþam Parký, Kýzýlýrmak Deltasý Kuþ Cenneti. | Þelaleler: Akalan Þelaleleri | Gölleri: Balýk Gölü, Ladik Gölü, Simenit Gölü, OMÜ Göleti, Güvercinlik Göleti. | Daðlar: Canik Daðlarý, Kocadað, Çangal Daðlarý, Tavþan Daðý.;Amisos Tepesi: Þehir manzarasý ve tarihi dokusuyla ünlü bir mevki. | Onur Anýtý: Türkiye'nin baðýmsýzlýk mücadelesinin baþladýðý yer olarak kabul edilen 19 Mayýs 1919'un anýsýna dikilmiþ, önemli bir tarihi sembol ve turistik noktadýr. | Tütün Ýskelesi ve Kurtuluþ Yolu: Bandýrma Vapuru'nun demirlediði nokta olan Tütün Ýskelesi'nden baþlayarak Atatürk'ün Samsun'a çýkarak Milli Mücadele'nin baþlangýcýný ilan ettiði güzergahý takip eden tarihi bir yol ve anýtsal bir alandýr.;Tirit, Fasulyeli Mýsýr Çorbasý, Katýk Böreði, Kaz Asmasý, Ispanak Çorbasý, Bafra Pidesi, Baklalý Sarma, Kuzu Büryan, Kaðýtta Hamsi, Samsun Mantýsý, Böbrek Sote, Haþhaþlý Çörek, Bazlama, Bafra Nokulu, Limonlu Paluze;Çarþýlar: Tarihi Bedesten Çarþýsý, Yabancýlar Çarþýsý. | Alýþveriþ Merkezleri: Piazza Samsun AVM, Citymall AVM, Bulvar AVM, Yeþilyurt AVM;25 Mayýs Atatürk´ü Anma Ve Termal Turizm Festivali: Bu festivalde, Atatürk'ün doðum günü anýsýna çeþitli etkinlikler düzenlenir ve termal turizmin önemi vurgulanýr. Katýlýmcýlar, saðlýk ve eðlence dolu bir gün geçirirken, termal tesislerin sunduðu imkanlarý da keþfederler. | Samsun Pet Fest: Samsun'da her yýl gerçekleþtirilen bu festivalde, evcil hayvanlarýn bakýmý, eðitimi, saðlýðý ve beslenmesi konularýnda bilgilendirme seminerleri düzenlenir. Ayrýca çeþitli yarýþmalar, gösteriler, sergiler ve etkinliklerle evcil hayvanlarla keyifli zaman geçirme imkaný sunulur. 
